ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
9323,1949,Master,49912.0,0,1,2012-09-07,5,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,Mexico
1146,1949,Master,49912.0,0,1,2012-09-07,5,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,Australia
6343,1959,Graduation,79823.0,0,1,2014-03-31,6,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,Australia
8545,1954,Graduation,85683.0,0,0,2014-03-21,6,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,Spain
8275,1965,PhD,47025.0,1,1,2014-02-09,6,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain
10673,1976,PhD,68397.0,0,1,2013-11-17,6,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,Saudi Arabia
8799,1984,PhD,38175.0,1,0,2013-09-23,6,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,Spain
67,1972,Master,46423.0,1,1,2013-09-18,6,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,Spain
9923,1972,Master,46423.0,1,1,2013-09-18,6,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,Spain
2814,1976,Master,30560.0,1,0,2013-06-27,6,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
2711,1976,Master,30560.0,1,0,2013-06-27,6,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,Canada
4320,1979,Graduation,60152.0,0,1,2013-03-28,6,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,Spain
10451,1965,Graduation,29672.0,1,1,2013-03-12,6,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
4198,1965,Graduation,29672.0,1,1,2013-03-12,6,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,Spain
10814,1947,Graduation,70321.0,0,0,2013-01-16,6,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,0,Spain
944,1962,Graduation,56181.0,0,1,2013-01-08,6,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,Spain
8151,1990,Basic,24279.0,0,0,2012-12-29,6,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,Spain
6184,1969,PhD,68462.0,0,0,2012-12-12,6,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,Spain
3498,1976,PhD,55424.0,0,1,2012-11-25,6,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,0,Spain
2870,1973,Graduation,49094.0,0,1,2012-09-21,6,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,Spain
7342,1961,2n Cycle,59184.0,0,1,2012-09-09,6,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,Spain
1911,1987,Graduation,67430.0,0,0,2012-09-05,6,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,Germany
10862,1960,Master,30522.0,0,1,2012-08-17,6,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,Spain
2546,1977,2n Cycle,31878.0,0,1,2014-06-22,7,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,Spain
3005,1992,Graduation,83528.0,0,0,2014-05-01,7,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,Spain
8318,1979,Graduation,90300.0,0,0,2014-01-03,7,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,Spain
2930,1978,Master,68092.0,0,0,2013-12-16,7,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,Saudi Arabia
8216,1972,Master,53761.0,1,1,2013-10-11,7,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,Australia
1212,1973,Graduation,52845.0,1,0,2013-08-13,7,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,Spain
2541,1976,Graduation,24027.0,1,0,2013-06-09,7,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,Spain
10659,1979,2n Cycle,7500.0,1,0,2013-05-07,7,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,0,India
10905,1955,Graduation,42586.0,1,1,2012-10-29,7,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,Spain
8910,1955,Graduation,42586.0,1,1,2012-10-29,7,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,Spain
7349,1973,Basic,9722.0,1,0,2012-10-02,7,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,Spain
7872,1975,PhD,86836.0,0,0,2012-09-12,7,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,Spain
4290,1972,Graduation,30467.0,1,0,2014-03-19,8,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,Canada
7408,1952,PhD,54549.0,0,1,2014-03-03,8,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,Saudi Arabia
9986,1982,Graduation,19444.0,1,0,2014-02-22,8,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,1,0,Saudi Arabia
8235,1956,Master,69245.0,0,1,2014-01-24,8,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,Saudi Arabia
10949,1963,PhD,72968.0,0,0,2013-12-16,8,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,Spain
7284,1953,Graduation,48686.0,1,2,2013-12-04,8,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain
9529,1990,Graduation,73687.0,0,0,2013-11-28,8,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,Saudi Arabia
9930,1944,PhD,82716.0,0,0,2013-11-05,8,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,Canada
10270,1981,2n Cycle,35523.0,1,0,2013-10-03,8,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,Germany
760,1975,PhD,60554.0,1,0,2013-08-09,8,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,Saudi Arabia
5519,1956,Graduation,64090.0,0,1,2013-08-07,8,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,Saudi Arabia
232,1965,Graduation,61559.0,0,1,2013-07-17,8,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,Spain
3009,1962,PhD,71670.0,0,0,2013-07-09,8,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,Spain
6518,1951,PhD,67680.0,0,1,2013-06-11,8,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,Australia
10669,1981,Graduation,54386.0,0,1,2013-05-17,8,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,Spain
5682,1953,PhD,64108.0,0,1,2013-03-23,8,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,Australia
1570,1951,PhD,69702.0,0,1,2013-02-19,8,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,Spain
1497,1952,Graduation,47958.0,0,1,2013-01-19,8,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,Saudi Arabia
9723,1960,Graduation,67716.0,0,1,2013-01-10,8,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,Canada
