Reporting starts,Reporting ends,Campaign,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install,Cost per mobile app action,Desktop app installs,Desktop app engagement,Cost per desktop app install,Cost per desktop app engagement,Post reactions,Post comments,Post shares
2015-12-22,2015-12-22,58,inactive,25,,1.32,,,,,,7,,1
2015-12-19,2015-12-19,58,inactive,31,,1.064516129,,,,,,7,,
2015-12-11,2015-12-11,58,inactive,31,,1.062903226,,,,,,7,,
2015-12-08,2015-12-08,58,inactive,36,,0.9166666667,,,,,,7,,
2015-12-06,2015-12-06,58,inactive,33,,1,,,,,,7,,
2015-12-05,2015-12-05,58,inactive,38,,0.8665789474,,,,,,7,,
2015-11-20,2015-11-20,58,inactive,46,,0.7173913043,,,,,,7,,
2015-11-07,2015-11-07,58,inactive,68,,0.4852941176,,,,,,7,,
2015-09-24,2015-09-24,58,inactive,37,,0.8913513514,,,,,,7,1,2
2015-05-19,2015-05-19,73,inactive,34,,1.142941176,,,,,,7,,1
2015-04-12,2015-04-12,73,inactive,56,,0.9605357143,,,,,,7,,2
2015-04-06,2015-04-06,73,inactive,85,,1.455529412,,,,,,7,,2
2015-03-25,2015-03-25,74,inactive,,,,,,,,,7,,
2015-10-31,2015-10-31,16,inactive,13,,2.538461538,,,,,,6,,
2015-10-23,2015-10-23,29,inactive,20,,1.65,,,,,,6,,
2015-10-21,2015-10-21,29,inactive,19,,1.736842105,,,,,,6,,2
2015-08-26,2015-08-26,29,inactive,18,,1.829444444,,,,,,6,,
2015-08-20,2015-08-20,29,inactive,25,,1.3192,,,,,,6,,
2015-08-13,2015-08-13,29,inactive,22,,1.5,,,,,,6,,
2015-08-05,2015-08-05,29,inactive,14,,2.357142857,,,,,,6,,
2016-02-15,2016-02-15,58,inactive,32,,1.03125,,,,,,6,,1
2016-02-13,2016-02-13,58,inactive,47,,0.7021276596,,,,,,6,,2
2016-02-03,2016-02-03,58,inactive,48,,0.6858333333,,,,,,6,1,2
2016-01-14,2016-01-14,58,inactive,33,,1,,,,,,6,,
2016-01-10,2016-01-10,58,inactive,62,,0.5322580645,,,,,,6,,
2015-12-21,2015-12-21,58,inactive,28,,1.178571429,,,,,,6,,
2015-11-11,2015-11-11,58,inactive,48,,0.6875,,,,,,6,,
2015-09-27,2015-09-27,58,inactive,44,,0.7477272727,,,,,,6,1,
2015-09-26,2015-09-26,58,inactive,28,,1.178571429,,,,,,6,,2
2015-09-23,2015-09-23,58,inactive,35,,0.9428571429,,,,,,6,2,
2015-09-20,2015-09-20,58,inactive,56,,0.5892857143,,,,,,6,,1
2015-09-19,2015-09-19,58,inactive,59,,0.5593220339,,,,,,6,,
2015-09-16,2015-09-16,58,inactive,64,,0.51421875,,,,,,6,,
2015-09-15,2015-09-15,58,inactive,73,,0.4520547945,,,,,,6,1,
2015-09-12,2015-09-12,58,inactive,18,,1.833333333,,,,,,6,,
2015-10-08,2015-10-08,72,inactive,53,,0.6211320755,,,,,,6,,
2015-10-05,2015-10-05,72,inactive,59,,0.5501694915,,,,,,6,,
2015-05-16,2015-05-16,73,inactive,38,,1.259736842,,,,,,6,,
2015-05-14,2015-05-14,73,inactive,43,,1.148837209,,,,,,6,,
2015-04-10,2015-04-10,73,inactive,33,,0.8709090909,,,,,,6,,
2015-09-11,2015-09-11,17,inactive,10,,1.864,,,,,,5,,1
2015-09-09,2015-09-09,17,inactive,16,,2.0625,,,,,,5,,1
2015-07-20,2015-07-20,16,inactive,18,,1.235,,,,,,5,,1
2015-07-15,2015-07-15,17,inactive,24,,1.657083333,,,,,,5,,
2015-10-31,2015-10-31,29,inactive,14,,2.335714286,,,,,,5,,
2015-10-27,2015-10-27,29,inactive,16,,2.0625,,,,,,5,,
2015-08-24,2015-08-24,29,inactive,22,,1.5,,,,,,5,,
2015-08-21,2015-08-21,29,inactive,16,,2.060625,,,,,,5,,1
2015-08-11,2015-08-11,29,inactive,42,,1.04047619,,,,,,5,,1
2015-07-26,2015-07-26,29,inactive,14,,1.075,,,,,,5,,1
2016-03-16,2016-03-16,58,inactive,15,,1.086666667,,,,,,5,,1
2016-03-11,2016-03-11,58,inactive,25,,0.652,,,,,,5,,
2016-02-21,2016-02-21,58,inactive,42,,0.7857142857,,,,,,5,,
2016-02-19,2016-02-19,58,inactive,42,,0.7857142857,,,,,,5,1,
2016-02-18,2016-02-18,58,inactive,42,,0.7857142857,,,,,,5,,1
2016-02-14,2016-02-14,58,inactive,34,,0.9705882353,,,,,,5,1,
2016-02-04,2016-02-04,58,inactive,33,,0.9906060606,,,,,,5,,1
2016-01-19,2016-01-19,58,inactive,39,,0.8461538462,,,,,,5,,
2016-01-13,2016-01-13,58,inactive,25,,1.32,,,,,,5,,
2016-01-07,2016-01-07,58,inactive,32,,1.03125,,,,,,5,,
2015-12-07,2015-12-07,58,inactive,42,,0.7857142857,,,,,,5,,
2015-12-03,2015-12-03,58,inactive,40,,0.77475,,,,,,5,,1
2015-11-23,2015-11-23,58,inactive,45,,0.7333333333,,,,,,5,,
2015-11-12,2015-11-12,58,inactive,37,,0.8918918919,,,,,,5,,1
2015-09-13,2015-09-13,58,inactive,28,,1.178571429,,,,,,5,1,
2015-06-29,2015-06-29,69,inactive,19,,2.609473684,,,,,,5,,1
2015-05-17,2015-05-17,71,inactive,5,,1.6,,,,,,5,,2
2015-05-09,2015-05-09,71,inactive,8,,1.25,,,,,,5,,2
2015-10-11,2015-10-11,72,inactive,45,,0.7273333333,,,,,,5,,
2015-10-09,2015-10-09,72,inactive,35,,0.9265714286,,,,,,5,,
2015-10-06,2015-10-06,72,inactive,57,,0.5766666667,,,,,,5,,2
2015-05-27,2015-05-27,73,inactive,30,,1.647333333,,,,,,5,,
2015-05-10,2015-05-10,73,inactive,41,,1.245121951,,,,,,5,,
2015-04-30,2015-04-30,73,inactive,14,,1.318571429,,,,,,5,,
2015-04-19,2015-04-19,73,inactive,39,,1.19974359,,,,,,5,,
2015-11-04,2015-11-04,16,inactive,15,,2.372,,,,,,4,,1
2015-11-03,2015-11-03,16,inactive,12,,2.75,,,,,,4,,
2015-09-08,2015-09-08,16,inactive,9,,1.241111111,,,,,,4,,
2015-07-19,2015-07-19,17,inactive,24,,1.179166667,,,,,,4,,1
2015-10-28,2015-10-28,29,inactive,19,,1.736842105,,,,,,4,,
2015-10-24,2015-10-24,29,inactive,14,,2.357142857,,,,,,4,,1
2015-10-22,2015-10-22,29,inactive,17,,1.938235294,,,,,,4,,
2015-08-23,2015-08-23,29,inactive,17,,1.938235294,,,,,,4,1,
2015-08-22,2015-08-22,29,inactive,13,,2.536923077,,,,,,4,2,
2015-07-13,2015-07-13,29,inactive,13,,1.389230769,,,,,,4,,1
2015-07-05,2015-07-05,31,inactive,11,,2.325454545,,,,,,4,,1
2016-03-25,2016-03-25,58,inactive,18,,0.9055555556,,,,,,4,,
2016-03-24,2016-03-24,58,inactive,15,,1.086666667,,,,,,4,,2
2016-03-23,2016-03-23,58,inactive,16,,1.01875,,,,,,4,,
2016-03-22,2016-03-22,58,inactive,24,,0.6791666667,,,,,,4,,1
2016-02-23,2016-02-23,58,inactive,37,,0.8918918919,,,,,,4,1,2
2016-02-20,2016-02-20,58,inactive,40,,0.825,,,,,,4,,1
2016-02-07,2016-02-07,58,inactive,54,,0.6083333333,,,,,,4,2,
2016-01-26,2016-01-26,58,inactive,37,,0.8916216216,,,,,,4,,
2016-01-24,2016-01-24,58,inactive,39,,0.8453846154,,,,,,4,,
2016-01-18,2016-01-18,58,inactive,38,,0.8684210526,,,,,,4,,
2016-01-12,2016-01-12,58,inactive,40,,0.825,,,,,,4,,
2016-01-05,2016-01-05,58,inactive,33,,1,,,,,,4,,
2016-01-04,2016-01-04,58,inactive,59,,0.5593220339,,,,,,4,,1
2015-12-23,2015-12-23,58,inactive,37,,0.8918918919,,,,,,4,,1
2015-12-15,2015-12-15,58,inactive,49,,0.6726530612,,,,,,4,,
2015-12-10,2015-12-10,58,inactive,38,,0.8684210526,,,,,,4,,
2015-12-09,2015-12-09,58,inactive,44,,0.75,,,,,,4,,
2015-11-21,2015-11-21,58,inactive,49,,0.6734693878,,,,,,4,,
2015-11-15,2015-11-15,58,inactive,67,,0.4925373134,,,,,,4,,
2015-11-14,2015-11-14,58,inactive,51,,0.6470588235,,,,,,4,,
2015-11-08,2015-11-08,58,inactive,60,,0.55,,,,,,4,,
2015-11-06,2015-11-06,58,inactive,46,,0.7173913043,,,,,,4,,
2015-11-05,2015-11-05,58,inactive,51,,0.6470588235,,,,,,4,,1
2015-09-18,2015-09-18,58,inactive,38,,0.8642105263,,,,,,4,,
2015-07-01,2015-07-01,61,inactive,11,,2.138181818,,,,,,4,,
2015-06-30,2015-06-30,69,inactive,11,,2.558181818,,,,,,4,,
2015-05-13,2015-05-13,71,inactive,,,,,,,,,4,,1
2015-05-11,2015-05-11,71,inactive,2,,1,,,,,,4,,1
2015-10-12,2015-10-12,72,inactive,54,,0.6111111111,,,,,,4,,
2015-10-04,2015-10-04,72,inactive,22,,1.5,,,,,,4,,
2015-05-28,2015-05-28,73,inactive,42,,1.159285714,,,,,,4,,1
2015-05-21,2015-05-21,73,inactive,17,,1.514117647,,,,,,4,1,
2015-05-12,2015-05-12,73,inactive,25,,1.3116,,,,,,4,,
2015-04-28,2015-04-28,72,inactive,11,,1.110909091,,,,,,4,,
2015-04-27,2015-04-27,72,inactive,12,,1.720833333,,,,,,4,,
2015-04-26,2015-04-26,72,inactive,19,,1.466842105,,,,,,4,,
2015-04-01,2015-04-01,73,inactive,57,,1.387017544,,,,,,4,,
2015-03-30,2015-03-30,73,inactive,55,,1.729272727,,,,,,4,,1
2015-03-29,2015-03-29,73,inactive,64,,2.0078125,,,,,,4,,
2015-03-07,2015-03-07,75,inactive,18,,2.777777778,,,,,,4,,
2014-12-13,2014-12-13,78,inactive,,,,,,,,,4,,
2015-09-08,2015-09-08,17,inactive,3,,5.36,,,,,,3,,1
2015-08-29,2015-08-29,16,inactive,18,,1.831111111,,,,,,3,,1
2015-08-28,2015-08-28,16,inactive,14,,1.350714286,,,,,,3,,
2015-07-22,2015-07-22,16,inactive,5,,1.208,,,,,,3,,
2015-07-16,2015-07-16,16,inactive,25,,1.464,,,,,,3,,1
2015-10-29,2015-10-29,29,inactive,18,,1.833333333,,,,,,3,,
2015-10-25,2015-10-25,29,inactive,19,,1.733684211,,,,,,3,,
2015-08-18,2015-08-18,29,inactive,14,,2.353571429,,,,,,3,,1
2015-08-12,2015-08-12,29,inactive,17,,1.941176471,,,,,,3,,
2015-08-09,2015-08-09,29,inactive,14,,2.351428571,,,,,,3,,
2015-07-19,2015-07-19,29,inactive,14,,1.392142857,,,,,,3,,
2015-07-05,2015-07-05,44,inactive,7,,2.582857143,,,,,,3,,
2015-07-01,2015-07-01,50,inactive,,,,,,,,,3,,
2015-06-20,2015-06-20,52,inactive,2,,2.34,,,,,,3,,
2016-03-29,2016-03-29,58,inactive,32,,0.509375,,,,,,3,,1
2016-03-28,2016-03-28,58,inactive,25,,0.652,,,,,,3,,
2016-03-21,2016-03-21,58,inactive,22,,0.7409090909,,,,,,3,,
2016-03-20,2016-03-20,58,inactive,22,,0.7409090909,,,,,,3,,1
2016-03-19,2016-03-19,58,inactive,27,,0.6037037037,,,,,,3,,
2016-03-17,2016-03-17,58,inactive,17,,0.9588235294,,,,,,3,,
2016-03-14,2016-03-14,58,inactive,14,,1.164285714,,,,,,3,,
2016-03-13,2016-03-13,58,inactive,27,,0.6037037037,,,,,,3,,
2016-02-26,2016-02-26,58,inactive,17,,0.9588235294,,,,,,3,,
2016-02-22,2016-02-22,58,inactive,39,,0.8461538462,,,,,,3,,
2016-02-17,2016-02-17,58,inactive,48,,0.6875,,,,,,3,,1
2016-02-16,2016-02-16,58,inactive,31,,1.064516129,,,,,,3,,
2016-02-12,2016-02-12,58,inactive,26,,1.269230769,,,,,,3,,
2016-02-11,2016-02-11,58,inactive,34,,0.9705882353,,,,,,3,,
2016-01-30,2016-01-30,58,inactive,42,,0.7785714286,,,,,,3,,
2016-01-06,2016-01-06,58,inactive,39,,0.8456410256,,,,,,3,,1
2015-12-18,2015-12-18,58,inactive,26,,1.269230769,,,,,,3,,
2015-12-14,2015-12-14,58,inactive,40,,0.825,,,,,,3,,
2015-12-04,2015-12-04,58,inactive,30,,1.1,,,,,,3,,1
2015-12-01,2015-12-01,58,inactive,42,,0.7857142857,,,,,,3,,
2015-11-17,2015-11-17,58,inactive,37,,0.8918918919,,,,,,3,,
2015-11-16,2015-11-16,58,inactive,63,,0.5238095238,,,,,,3,,
2015-11-09,2015-11-09,58,inactive,62,,0.5322580645,,,,,,3,,
2015-09-14,2015-09-14,58,inactive,13,,2.533076923,,,,,,3,1,2
2015-10-13,2015-10-13,72,inactive,26,,0.9030769231,,,,,,3,,
2015-06-14,2015-06-14,73,inactive,6,,2.723333333,,,,,,3,,
2015-06-08,2015-06-08,73,inactive,6,,0.58,,,,,,3,1,
2015-05-29,2015-05-29,73,inactive,28,,1.069642857,,,,,,3,,
2015-05-22,2015-05-22,73,inactive,28,,1.949642857,,,,,,3,,
2015-05-20,2015-05-20,73,inactive,27,,1.006666667,,,,,,3,,2
2015-05-15,2015-05-15,73,inactive,27,,1.451481481,,,,,,3,,
2015-05-09,2015-05-09,73,inactive,47,,0.9217021277,,,,,,3,,
2015-05-08,2015-05-08,73,inactive,28,,1.167142857,,,,,,3,1,
2015-04-26,2015-04-26,73,inactive,43,,0.8704651163,,,,,,3,,
2015-04-24,2015-04-24,73,inactive,21,,1.347619048,,,,,,3,,
2015-04-22,2015-04-22,73,inactive,27,,1.160740741,,,,,,3,,
2015-04-20,2015-04-20,73,inactive,32,,1.23375,,,,,,3,,
2015-04-18,2015-04-18,73,inactive,41,,1.169512195,,,,,,3,1,
2015-04-15,2015-04-15,73,inactive,25,,1.1952,,,,,,3,,
2015-04-07,2015-04-07,73,inactive,54,,1.302592593,,,,,,3,,
2015-04-03,2015-04-03,73,inactive,59,,1.376271186,,,,,,3,1,
2015-03-31,2015-03-31,73,inactive,77,,1.569220779,,,,,,3,,
2015-03-27,2015-03-27,73,inactive,22,,1.867727273,,,,,,3,,
2015-03-10,2015-03-10,75,inactive,9,,5.555555556,,,,,,3,,
2015-12-04,2015-12-04,2,inactive,,,,,,,,,2,,
2015-10-21,2015-10-21,3,inactive,2,,3.53,,,,,,2,,
2015-10-16,2015-10-16,5,inactive,15,,2.194666667,,,,,,2,,
2015-10-15,2015-10-15,5,inactive,26,,1.266923077,,,,,,2,,
2015-11-05,2015-11-05,16,inactive,,,,,,,,,2,,
2015-07-28,2015-07-28,17,inactive,3,,1.41,,,,,,2,,
2015-07-27,2015-07-27,16,inactive,7,,1.098571429,,,,,,2,,1
2015-07-27,2015-07-27,17,inactive,2,,2.045,,,,,,2,,
2015-07-25,2015-07-25,16,inactive,6,,1.26,,,,,,2,,
2015-07-20,2015-07-20,17,inactive,16,,1.03125,,,,,,2,,
2015-07-18,2015-07-18,16,inactive,18,,1.31,,,,,,2,,
2015-07-17,2015-07-17,16,inactive,12,,1.368333333,,,,,,2,,
2015-07-17,2015-07-17,17,inactive,7,,1.71,,,,,,2,,
2015-07-16,2015-07-16,17,inactive,15,,1.832666667,,,,,,2,,1
2015-07-14,2015-07-14,17,inactive,15,,1.717333333,,,,,,2,,1
2015-07-14,2015-07-14,27,inactive,1,,2.2,,,,,,2,,
2015-08-19,2015-08-19,29,inactive,24,,1.372083333,,,,,,2,,1
2015-08-10,2015-08-10,29,inactive,17,,2.088823529,,,,,,2,,
2015-08-08,2015-08-08,29,inactive,7,,4.705714286,,,,,,2,,
2015-08-07,2015-08-07,29,inactive,12,,2.75,,,,,,2,,
2015-07-31,2015-07-31,29,inactive,4,,1.5975,,,,,,2,,
2015-07-28,2015-07-28,29,inactive,7,,1.285714286,,,,,,2,,
2015-07-24,2015-07-24,29,inactive,11,,1.076363636,,,,,,2,,
2015-07-03,2015-07-03,31,inactive,6,,1.705,,,,,,2,,
2015-07-07,2015-07-07,51,inactive,31,,2.491612903,,,,,,2,,
2015-07-06,2015-07-06,51,inactive,19,,2.6,,,,,,2,,
2015-07-05,2015-07-05,51,inactive,27,,2.564444444,,,,,,2,,
2015-07-03,2015-07-03,44,inactive,3,,2.623333333,,,,,,2,,
2015-06-21,2015-06-21,45,inactive,,,,,,,,,2,,
2015-06-21,2015-06-21,51,inactive,5,,2.158,,,,,,2,,
2016-03-27,2016-03-27,58,inactive,24,,0.6791666667,,,,,,2,,1
2016-03-12,2016-03-12,58,inactive,22,,0.7409090909,,,,,,2,1,
2016-03-07,2016-03-07,58,inactive,19,,0.8578947368,,,,,,2,,
2016-03-05,2016-03-05,58,inactive,21,,0.7752380952,,,,,,2,,1
2016-03-04,2016-03-04,58,inactive,21,,0.7761904762,,,,,,2,1,
2016-03-03,2016-03-03,58,inactive,30,,0.5433333333,,,,,,2,,
2016-03-01,2016-03-01,58,inactive,16,,1.01875,,,,,,2,,
2016-02-25,2016-02-25,58,inactive,15,,1.086666667,,,,,,2,,
2016-02-24,2016-02-24,58,inactive,29,,1.052413793,,,,,,2,,
2016-02-10,2016-02-10,58,inactive,38,,0.8684210526,,,,,,2,1,
2016-02-09,2016-02-09,58,inactive,28,,1.178571429,,,,,,2,,
2016-02-05,2016-02-05,58,inactive,42,,0.7857142857,,,,,,2,1,
2016-01-25,2016-01-25,58,inactive,31,,1.047419355,,,,,,2,,
2016-01-08,2016-01-08,58,inactive,35,,0.9428571429,,,,,,2,,1
2015-12-17,2015-12-17,58,inactive,41,,0.8048780488,,,,,,2,,
2015-11-25,2015-11-25,58,inactive,2,,8.085,,,,,,2,,
2015-11-22,2015-11-22,58,inactive,49,,0.6734693878,,,,,,2,,
2015-11-19,2015-11-19,58,inactive,40,,0.825,,,,,,2,,1
2015-09-29,2015-09-29,58,inactive,14,,1.097857143,,,,,,2,1,1
2015-09-25,2015-09-25,58,inactive,42,,0.785,,,,,,2,,
2015-09-21,2015-09-21,58,inactive,48,,0.6875,,,,,,2,,
2015-07-04,2015-07-04,60,inactive,2,,2.78,,,,,,2,,
2015-07-03,2015-07-03,61,inactive,9,,1.771111111,,,,,,2,,1
2015-07-03,2015-07-03,60,inactive,4,,2.31,,,,,,2,,
2015-10-10,2015-10-10,72,inactive,47,,0.6974468085,,,,,,2,,1
2015-10-02,2015-10-02,72,inactive,21,,1.54952381,,,,,,2,,
2015-10-01,2015-10-01,72,inactive,13,,2.538461538,,,,,,2,,
2015-06-30,2015-06-30,72,inactive,2,,3.09,,,,,,2,,
2015-06-10,2015-06-10,73,inactive,3,,5.773333333,,,,,,2,,
2015-06-02,2015-06-02,73,inactive,6,,0.98,,,,,,2,,
2015-05-30,2015-05-30,73,inactive,12,,0.9166666667,,,,,,2,,
2015-05-23,2015-05-23,73,inactive,29,,1.798275862,,,,,,2,,
2015-04-25,2015-04-25,73,inactive,38,,1.142631579,,,,,,2,,
2015-04-24,2015-04-24,72,inactive,5,,1.8,,,,,,2,,
2015-04-17,2015-04-17,73,inactive,30,,1.349666667,,,,,,2,,
2015-04-16,2015-04-16,73,inactive,32,,1.1475,,,,,,2,,
2015-04-11,2015-04-11,73,inactive,45,,1.139555556,,,,,,2,,1
2015-04-08,2015-04-08,73,inactive,44,,1.115,,,,,,2,,
2015-04-02,2015-04-02,73,inactive,57,,1.400350877,,,,,,2,,2
2015-04-01,2015-04-01,74,inactive,,,,,,,,,2,,
2015-03-27,2015-03-27,74,inactive,,,,,,,,,2,,
2015-03-25,2015-03-25,73,inactive,14,,2.33,,,,,,2,,
2015-03-24,2015-03-24,73,inactive,8,,3.48875,,,,,,2,,
2015-03-22,2015-03-22,75,inactive,10,,4.721,,,,,,2,,
2015-03-19,2015-03-19,75,inactive,7,,7.142857143,,,,,,2,,
2015-03-17,2015-03-17,75,inactive,14,,3.571428571,,,,,,2,,
2015-03-12,2015-03-12,75,inactive,13,,3.846153846,,,,,,2,1,1
2015-03-09,2015-03-09,75,inactive,12,,4.166666667,,,,,,2,,
2015-03-05,2015-03-05,75,inactive,16,,3.125,,,,,,2,,
2015-02-19,2015-02-19,75,inactive,3,,4.4,,,,,,2,,
2014-12-16,2014-12-16,78,inactive,,,,,,,,,2,,
2014-12-11,2014-12-11,78,inactive,,,,,,,,,2,,
2015-09-17,2015-09-17,6,inactive,2,,1.64,,,,,,1,,
2015-07-26,2015-07-26,16,inactive,17,,1.24,,,,,,1,,
2015-07-26,2015-07-26,17,inactive,8,,1.39375,,,,,,1,,
2015-07-23,2015-07-23,16,inactive,9,,1.33,,,,,,1,,1
2015-07-21,2015-07-21,16,inactive,13,,1.672307692,,,,,,1,,
2015-07-21,2015-07-21,17,inactive,7,,1.531428571,,,,,,1,,
2015-07-19,2015-07-19,16,inactive,18,,1.269444444,,,,,,1,,
2015-07-15,2015-07-15,18,inactive,,,,,,,,,1,,1
2015-07-15,2015-07-15,25,inactive,,,,,,,,,1,,
2015-07-15,2015-07-15,21,inactive,,,,,,,,,1,,
2015-07-14,2015-07-14,16,inactive,21,,1.718095238,,,,,,1,,
2015-08-02,2015-08-02,29,inactive,5,,1.354,,,,,,1,,
2015-07-30,2015-07-30,29,inactive,4,,1.6175,,,,,,1,,
2015-07-25,2015-07-25,29,inactive,10,,1.212,,,,,,1,,
2015-07-22,2015-07-22,29,inactive,16,,1.45375,,,,,,1,,
2015-07-21,2015-07-21,29,inactive,15,,1.446,,,,,,1,,
2015-07-20,2015-07-20,29,inactive,19,,1.555263158,,,,,,1,,
2015-07-18,2015-07-18,29,inactive,15,,1.508,,,,,,1,,
2015-07-16,2015-07-16,29,inactive,13,,1.266153846,,,,,,1,,1
2015-07-15,2015-07-15,29,inactive,34,,1.472352941,,,,,,1,,
2015-07-07,2015-07-07,31,inactive,8,,2.8775,,,,,,1,,
2015-07-07,2015-07-07,34,inactive,5,,2.648,,,,,,1,,
2015-07-06,2015-07-06,34,inactive,16,,2.418125,,,,,,1,,
2015-07-05,2015-07-05,38,inactive,,,,,,,,,1,,
2015-07-04,2015-07-04,31,inactive,10,,2.337,,,,,,1,,
2015-06-22,2015-06-22,38,inactive,1,,2.97,,,,,,1,,
2015-07-10,2015-07-10,50,inactive,,,,,,,,,1,,
2015-07-07,2015-07-07,46,inactive,1,,2.83,,,,,,1,,
2015-07-06,2015-07-06,45,inactive,4,,2.7525,,,,,,1,,
2015-07-05,2015-07-05,45,inactive,6,,2.503333333,,,,,,1,,
2015-07-05,2015-07-05,47,inactive,1,,3.4,,,,,,1,,
2015-07-04,2015-07-04,44,inactive,12,,2.5725,,,,,,1,,
2015-07-03,2015-07-03,51,inactive,6,,2.5,,,,,,1,,
2015-07-03,2015-07-03,50,inactive,1,,2.67,,,,,,1,,
2015-07-02,2015-07-02,47,inactive,,,,,,,,,1,,
2015-07-01,2015-07-01,52,inactive,,,,,,,,,1,,
2015-07-01,2015-07-01,44,inactive,,,,,,,,,1,,1
2015-06-30,2015-06-30,46,inactive,,,,,,,,,1,,
2015-06-30,2015-06-30,51,inactive,1,,2.96,,,,,,1,,
2015-06-29,2015-06-29,51,inactive,3,,2.776666667,,,,,,1,,
2015-06-29,2015-06-29,56,inactive,2,,2.9,,,,,,1,,
2015-06-29,2015-06-29,47,inactive,,,,,,,,,1,,
